City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
272,Dukat,RU,2022-05-02 08:03:43,62.55,155.55,26.37,96,30,4.47
273,Starobaltachevo,RU,2022-05-02 08:03:43,56.0013,55.9213,47.95,45,92,15.7
274,Bonavista,CA,2022-05-02 08:03:44,48.6499,-53.1147,36.43,95,100,6.11
275,Luang Prabang,LA,2022-05-02 08:03:44,19.8856,102.1347,80.28,56,100,2.77
276,Opuwo,NA,2022-05-02 08:03:45,-18.0607,13.84,75.13,38,22,14.16
277,Saskylakh,RU,2022-05-02 08:03:45,71.9167,114.0833,23.0,86,19,8.55
278,Karatau,KZ,2022-05-02 08:03:46,43.1667,70.4667,81.86,29,100,8.75
279,Mount Gambier,AU,2022-05-02 08:03:46,-37.8333,140.7667,61.54,67,90,7.56
280,Vardo,NO,2022-05-02 08:03:47,70.3705,31.1107,30.18,80,75,16.11
281,Erzin,TR,2022-05-02 08:03:47,36.9559,36.2,70.97,55,1,4.52
282,Khislavichi,RU,2022-05-02 08:03:48,54.1871,32.1582,53.44,64,99,8.55
283,Hasaki,JP,2022-05-02 08:03:48,35.7333,140.8333,59.29,57,89,10.47
284,Srednekolymsk,RU,2022-05-02 08:03:49,67.45,153.6833,32.36,93,100,2.75
285,Tornio,FI,2022-05-02 08:03:49,65.8481,24.1466,37.42,84,100,18.41
286,Taltal,CL,2022-05-02 08:03:50,-25.4,-70.4833,58.3,83,24,0.54
287,Sitka,US,2022-05-02 08:03:50,57.0531,-135.33,41.29,94,100,1.83
288,Sioux Lookout,CA,2022-05-02 08:00:09,50.1001,-91.917,33.12,100,100,7.67
289,Cayenne,GF,2022-05-02 08:01:05,4.9333,-52.3333,81.09,1,75,7.0
290,Poum,NC,2022-05-02 08:03:51,-20.2333,164.0167,78.58,81,4,11.54
291,Robertson,US,2022-05-02 08:03:52,36.5167,-86.8667,57.0,100,40,3.44
292,Ahipara,NZ,2022-05-02 08:03:52,-35.1667,173.1667,60.1,80,100,6.13
293,Palasa,IN,2022-05-02 08:03:53,18.7667,84.4167,92.7,56,1,17.38
294,Khani,GE,2022-05-02 08:03:53,41.9563,42.9566,45.97,99,100,1.77
295,Egvekinot,RU,2022-05-02 08:03:54,66.3167,-179.1667,7.32,72,18,7.72
296,Pevek,RU,2022-05-02 08:03:54,69.7008,170.3133,14.4,89,100,4.18
297,Susuman,RU,2022-05-02 08:03:55,62.7833,148.1667,34.09,76,99,6.82
298,Santa Maria,BR,2022-05-02 08:03:45,-29.6842,-53.8069,56.01,98,100,8.16
299,Aksu,CN,2022-05-02 08:03:55,41.1231,80.2644,78.8,12,3,7.47
300,Svetlogorsk,BY,2022-05-02 08:03:56,52.6333,29.7333,55.56,69,100,10.65
301,Comodoro Rivadavia,AR,2022-05-02 08:00:01,-45.8667,-67.5,48.52,73,6,6.67
302,Pital,CO,2022-05-02 08:03:57,2.2665,-75.8044,64.38,88,91,4.25
303,San Patricio,US,2022-05-02 08:03:57,28.017,-97.5169,78.89,88,93,16.44
304,Shakhovskaya,RU,2022-05-02 08:03:58,56.0283,35.5097,50.86,49,26,5.39
305,Requena,ES,2022-05-02 08:03:58,39.4883,-1.1004,54.88,66,43,5.03
306,Rognan,NO,2022-05-02 08:03:59,67.0953,15.3878,35.74,91,100,4.81
307,Portland,US,2022-05-02 08:00:03,45.5234,-122.6762,56.79,79,100,7.0
308,Nampa,US,2022-05-02 08:02:41,43.5407,-116.5635,48.25,80,0,4.61
309,Warwick,US,2022-05-02 08:04:00,41.7001,-71.4162,48.87,89,0,4.61
310,Dali,CN,2022-05-02 08:04:00,25.7,100.1833,49.8,81,100,5.21
311,Kuybyshevo,RU,2022-05-02 08:04:01,47.8123,38.9073,58.12,39,81,8.66
312,Maniitsoq,GL,2022-05-02 08:04:01,65.4167,-52.9,23.05,81,100,3.85
313,Akureyri,IS,2022-05-02 08:04:02,65.6835,-18.0878,28.11,70,96,3.29
314,Nalut,LY,2022-05-02 08:04:03,30.3333,10.85,63.73,39,0,9.82
315,Kieta,PG,2022-05-02 08:04:03,-6.2167,155.6333,80.76,80,34,1.23
316,Flin Flon,CA,2022-05-02 08:04:04,54.7682,-101.865,28.74,95,100,4.94
317,Champerico,GT,2022-05-02 08:04:04,14.3,-91.9167,82.24,76,99,3.62
318,Qaqortoq,GL,2022-05-02 08:04:05,60.7167,-46.0333,35.19,93,100,4.21
319,Mitu,CO,2022-05-02 08:04:05,1.1983,-70.1733,69.46,99,87,2.04
320,Faanui,PF,2022-05-02 08:05:06,-16.4833,-151.75,81.03,74,93,10.13
321,Naze,JP,2022-05-02 08:05:06,28.3667,129.4833,64.94,53,100,12.44
322,Wasilla,US,2022-05-02 08:01:15,61.5814,-149.4394,44.15,59,0,21.85
323,Kholodnyy,RU,2022-05-02 08:05:07,62.7167,147.95,34.0,78,100,5.75
324,Zalesovo,RU,2022-05-02 08:01:12,53.9939,84.7431,64.78,66,99,15.37
325,Mount Darwin,ZW,2022-05-02 08:05:08,-16.7725,31.5838,70.79,52,5,6.4
326,Najran,SA,2022-05-02 08:05:08,17.4924,44.1277,88.05,15,54,3.74
327,Atambua,ID,2022-05-02 08:05:09,-9.1061,124.8925,83.1,58,37,2.64
328,Zabid,YE,2022-05-02 08:05:09,14.1951,43.3152,98.24,37,80,9.51
329,Male,MV,2022-05-02 08:05:10,4.1748,73.5089,84.97,76,100,17.69
330,Okhotsk,RU,2022-05-02 08:05:11,59.3833,143.3,34.43,81,18,10.02
331,Loei,TH,2022-05-02 08:05:11,17.4167,101.5,66.18,67,99,5.48
332,Chara,RU,2022-05-02 08:05:12,56.9064,118.2631,35.53,45,46,7.18
333,Bitkine,TD,2022-05-02 08:05:12,11.9801,18.2138,95.97,28,16,9.33
334,Dunda,TZ,2022-05-02 08:05:13,-8.1167,34.25,75.43,51,42,10.18
335,Morondava,MG,2022-05-02 08:05:13,-20.2833,44.2833,82.22,44,0,4.68
336,Lompoc,US,2022-05-02 08:05:14,34.6391,-120.4579,53.64,78,100,15.01
337,Vostok,RU,2022-05-02 08:05:15,46.4856,135.8833,43.63,61,100,8.08
338,Loralai,PK,2022-05-02 08:05:15,30.3705,68.598,91.72,12,99,18.14
339,Guangyuan,CN,2022-05-02 08:05:16,32.442,105.823,76.23,24,83,4.14
340,Maceio,BR,2022-05-02 08:05:16,-9.6658,-35.7353,74.64,94,75,3.44
341,Chulym,RU,2022-05-02 08:05:17,55.0997,80.9572,55.11,46,29,19.06
342,Tilichiki,RU,2022-05-02 08:05:17,60.4667,166.1,23.16,91,37,1.32
343,Acopiara,BR,2022-05-02 08:01:09,-6.0953,-39.4525,69.08,88,91,1.59
344,Lira,UG,2022-05-02 08:05:18,2.235,32.9097,73.18,76,88,7.31
345,Leeton,AU,2022-05-02 08:05:18,-34.5667,146.4,61.9,56,0,2.84
346,Mayya,RU,2022-05-02 08:05:19,61.7333,130.2811,29.52,72,100,12.28
347,Port-Gentil,GA,2022-05-02 08:05:20,-0.7193,8.7815,78.76,89,40,3.44
348,Mae Sai,TH,2022-05-02 08:05:20,20.4335,99.8762,89.06,43,54,5.99
349,Sechura,PE,2022-05-02 08:05:21,-5.5569,-80.8222,66.76,81,97,10.36
350,San Andres,CO,2022-05-02 08:05:22,12.5847,-81.7006,80.62,85,88,16.37
351,Khandagayty,RU,2022-05-02 08:05:22,50.7333,92.05,68.92,13,100,7.99
352,Bull Savanna,JM,2022-05-02 08:05:23,17.8868,-77.5902,73.24,87,93,9.24
353,Turukhansk,RU,2022-05-02 08:05:23,65.8167,87.9833,33.91,97,97,4.54
354,Freeport,US,2022-05-02 08:05:24,40.6576,-73.5832,55.98,71,100,6.91
355,Tahta,EG,2022-05-02 08:05:24,26.7693,31.5021,92.77,12,71,5.68
356,Varhaug,NO,2022-05-02 08:05:25,58.6147,5.6457,44.47,81,100,3.09
357,Wiarton,CA,2022-05-02 08:05:25,44.7407,-81.1332,50.04,93,100,6.91
358,La Palma,US,2022-05-02 08:05:26,33.8464,-118.0467,63.97,77,100,4.61
359,Luderitz,NA,2022-05-02 08:05:26,-26.6481,15.1594,80.46,25,0,12.82
360,Belmonte,BR,2022-05-02 08:05:27,-15.8631,-38.8828,72.91,86,26,2.51
361,Zhangye,CN,2022-05-02 08:05:27,38.9342,100.4517,69.48,9,0,3.24
362,Las Lomas,PA,2022-05-02 08:05:28,8.4333,-82.4,76.35,84,100,0.58
363,Kozhva,RU,2022-05-02 08:05:28,65.1073,57.0459,31.23,63,100,8.77
364,Bafra,TR,2022-05-02 08:06:29,41.5678,35.9069,61.83,72,24,10.07
365,Canico,PT,2022-05-02 08:06:29,32.6333,-16.85,65.12,79,75,14.97
366,Kirakira,SB,2022-05-02 08:06:30,-10.4544,161.9205,80.35,82,100,3.85
367,Afua,BR,2022-05-02 08:06:30,-0.1567,-50.3867,73.58,97,70,1.83
368,Madras,IN,2022-05-02 08:05:13,13.0878,80.2785,102.18,69,20,10.36
369,Vinh,VN,2022-05-02 08:06:31,18.6667,105.6667,71.82,64,99,6.29
370,Fare,PF,2022-05-02 08:06:32,-16.7,-151.0167,80.91,74,44,10.11
371,Ostrovnoy,RU,2022-05-02 08:06:32,68.0531,39.5131,29.8,82,51,11.12
372,Hun,LY,2022-05-02 08:06:33,29.1268,15.9477,66.72,43,0,18.68
373,Asau,RO,2022-05-02 08:06:33,46.4333,26.4,59.95,46,100,5.73
374,Yulara,AU,2022-05-02 08:06:34,-25.2406,130.9889,68.63,41,100,1.81
375,Nicoya,CR,2022-05-02 08:06:34,10.1483,-85.452,77.0,88,91,3.24
376,Pokhara,NP,2022-05-02 08:06:35,28.2333,83.9833,83.28,40,72,3.98
377,Ambon,ID,2022-05-02 08:06:35,-3.6954,128.1814,89.74,62,40,4.61
378,Havre-Saint-Pierre,CA,2022-05-02 08:06:36,50.2334,-63.5986,31.41,72,12,7.14
379,San Luis Rio Colorado,MX,2022-05-02 08:06:36,32.4631,-114.7767,75.38,32,0,9.44
380,Touros,BR,2022-05-02 08:06:12,-5.1989,-35.4608,77.07,88,50,10.78
381,Evensk,RU,2022-05-02 08:06:37,61.95,159.2333,30.65,85,26,10.89
382,Badlapur,IN,2022-05-02 08:06:37,19.15,73.2667,91.2,25,0,13.04
383,Nadym,RU,2022-05-02 08:06:38,65.5333,72.5167,29.05,78,100,5.82
384,Aitape,PG,2022-05-02 08:06:39,-3.1374,142.3475,82.49,79,89,3.69
385,Hirado,JP,2022-05-02 08:06:39,33.3597,129.5531,62.37,65,8,11.03
386,Dondaicha,IN,2022-05-02 08:06:40,21.3333,74.5667,105.58,18,0,15.3
387,Upernavik,GL,2022-05-02 08:06:40,72.7868,-56.1549,-3.1,85,8,4.47
388,Manjeshwar,IN,2022-05-02 08:06:41,12.7194,74.8861,92.35,55,8,14.54
389,Lanzhou,CN,2022-05-02 08:06:41,36.0564,103.7922,65.37,15,1,4.61
390,Quatre Cocos,MU,2022-05-02 08:06:42,-20.2078,57.7625,84.09,73,2,11.25
391,Orotukan,RU,2022-05-02 08:06:42,62.2667,151.7,32.59,95,90,4.7
392,Patitirion,GR,2022-05-02 08:06:43,39.15,23.8667,60.35,71,100,17.78
393,Mehamn,NO,2022-05-02 08:06:43,71.0357,27.8492,30.15,69,75,11.5
394,Olafsvik,IS,2022-05-02 08:06:44,64.8945,-23.7142,33.78,64,13,17.0
395,Muros,ES,2022-05-02 08:06:44,42.7762,-9.0603,57.69,75,13,7.25
396,Tankhoy,RU,2022-05-02 08:06:45,51.5528,105.1306,57.4,82,100,4.72
397,Russell,US,2022-05-02 08:06:45,32.3502,-85.1999,64.0,95,0,3.44
398,Karimganj,IN,2022-05-02 08:04:38,24.8667,92.35,86.32,63,89,5.66
399,Zunyi,CN,2022-05-02 08:06:46,27.6867,106.9072,67.15,47,58,6.69
400,Belaya Gora,RU,2022-05-02 08:06:47,68.5333,146.4167,31.68,93,100,2.93
401,Yeppoon,AU,2022-05-02 08:06:47,-23.1333,150.7333,74.98,81,100,17.0
402,Bonnyville,CA,2022-05-02 08:06:48,54.2668,-110.735,39.42,72,100,15.75
403,Bandarbeyla,SO,2022-05-02 08:06:48,9.4942,50.8122,92.25,53,5,13.04
404,Pangnirtung,CA,2022-05-02 08:06:49,66.1451,-65.7125,21.27,95,100,4.83
405,Aksarka,RU,2022-05-02 08:06:50,66.5606,67.7975,28.78,78,32,10.51
406,Sibu,MY,2022-05-02 08:06:50,2.3,111.8167,87.49,72,98,2.77
407,Pemba,MZ,2022-05-02 08:06:51,-12.974,40.5178,81.3,65,75,14.97
408,Golden,US,2022-05-02 08:06:51,39.7555,-105.2211,44.47,92,100,11.99
409,Ayr,GB,2022-05-02 08:06:52,55.4627,-4.6339,53.31,100,20,4.61
410,Barillas,GT,2022-05-02 08:07:52,15.8036,-91.3158,60.28,89,100,3.51
411,Neuquen,AR,2022-05-02 08:07:53,-38.9516,-68.0591,44.49,81,0,0.0
412,Whitianga,NZ,2022-05-02 08:07:53,-36.8333,175.7,59.14,80,100,3.2
413,Lagoa,PT,2022-05-02 08:07:54,39.05,-27.9833,60.06,84,12,4.9
414,Altay,CN,2022-05-02 08:07:54,47.8667,88.1167,69.94,28,97,7.78
415,Mayumba,GA,2022-05-02 08:07:55,-3.432,10.6554,81.34,79,93,3.49
416,Balaguer,ES,2022-05-02 08:07:55,41.7912,0.8109,59.77,74,95,4.7
417,Urdoma,RU,2022-05-02 08:07:56,61.7533,48.5442,40.32,45,100,8.25
418,Sikandra,IN,2022-05-02 08:07:56,26.3667,79.65,109.92,12,0,5.61
419,Sydney Mines,CA,2022-05-02 08:07:57,46.2367,-60.2177,36.03,93,100,18.99
420,Bathsheba,BB,2022-05-02 08:07:57,13.2167,-59.5167,77.61,88,20,16.11
421,Marau,BR,2022-05-02 08:07:58,-28.4492,-52.2,59.97,99,100,4.32
422,Caceres,ES,2022-05-02 08:07:58,39.522,-6.3748,54.84,66,26,8.37
423,Graaff-Reinet,ZA,2022-05-02 08:07:59,-32.2522,24.5308,67.87,33,0,0.4
424,Khromtau,KZ,2022-05-02 08:07:59,50.2503,58.4347,52.18,50,8,12.5
425,Port Shepstone,ZA,2022-05-02 08:08:00,-30.7414,30.455,68.7,60,0,4.05
426,San Quintin,MX,2022-05-02 08:08:00,30.4833,-115.95,56.82,86,34,10.27
427,Sarangani,PH,2022-05-02 08:08:01,5.4033,125.4636,83.32,71,87,0.49
428,Ambunti,PG,2022-05-02 08:08:01,-4.2365,142.8448,81.09,87,78,1.57
429,Tazovskiy,RU,2022-05-02 08:08:02,67.4667,78.7,24.26,74,100,5.06
430,Batagay-Alyta,RU,2022-05-02 08:08:02,67.8006,130.4114,17.69,93,100,13.69
431,Alice Springs,AU,2022-05-02 08:08:03,-23.7,133.8833,74.75,35,100,9.22
432,Innisfail,AU,2022-05-02 08:08:03,-17.5333,146.0333,73.33,91,19,6.4
433,Kavaratti,IN,2022-05-02 08:08:04,10.5669,72.642,85.26,69,67,14.07
434,Santa Isabel,BR,2022-05-02 08:08:05,-23.3156,-46.2214,63.7,93,20,1.68
435,Port Blair,IN,2022-05-02 08:08:05,11.6667,92.75,87.8,61,98,6.35
436,Excelsior Springs,US,2022-05-02 08:05:00,39.3392,-94.2261,54.5,70,75,5.75
437,Kilindoni,TZ,2022-05-02 08:08:06,-7.9139,39.6668,79.02,78,86,21.65
438,Coruripe,BR,2022-05-02 08:08:06,-10.1256,-36.1756,76.05,84,67,6.89
439,Kutum,SD,2022-05-02 08:08:07,14.2,24.6667,93.27,8,9,13.42
440,Samarai,PG,2022-05-02 08:08:07,-10.6167,150.6667,82.04,77,42,9.15
441,Alofi,NU,2022-05-02 08:08:08,-19.0595,-169.9187,80.49,83,75,8.05
442,Salalah,OM,2022-05-02 08:08:08,17.0151,54.0924,93.29,62,20,9.22
443,Nemuro,JP,2022-05-02 08:08:09,43.3236,145.575,40.71,93,48,8.63
444,Urucara,BR,2022-05-02 08:08:09,-2.5364,-57.76,73.06,100,100,3.04
445,Beringovskiy,RU,2022-05-02 08:08:10,63.05,179.3167,12.04,90,10,8.37
446,Palanga,LT,2022-05-02 08:08:10,55.9175,21.0686,50.02,46,0,3.44
447,Bibbiena,IT,2022-05-02 08:08:11,43.6965,11.8135,63.9,64,12,4.47
448,Vao,NC,2022-05-02 08:08:11,-22.6667,167.4833,75.79,85,45,16.89
449,Novoagansk,RU,2022-05-02 08:08:12,61.9449,76.6625,35.6,83,100,5.61
450,Quelimane,MZ,2022-05-02 08:08:13,-17.8786,36.8883,75.15,87,59,7.56
451,Assiniboia,CA,2022-05-02 08:08:13,49.6334,-105.9845,39.72,70,56,8.7
452,Dinar,TR,2022-05-02 08:08:14,38.065,30.1656,60.76,52,100,5.44
453,Linxia,CN,2022-05-02 08:08:14,35.6003,103.2064,60.93,20,25,1.88
454,Zaysan,KZ,2022-05-02 08:08:15,47.4667,84.8667,72.57,38,100,8.01
455,Flinders,AU,2022-05-02 08:08:15,-34.5833,150.8552,67.37,79,13,8.08
456,Rohnert Park,US,2022-05-02 08:08:16,38.3396,-122.7011,53.64,86,75,3.44
457,Broken Hill,AU,2022-05-02 08:08:16,-31.95,141.4333,63.63,46,0,5.01
458,Krabi,TH,2022-05-02 08:09:17,8.0726,98.9105,79.0,94,75,3.44
459,Beloha,MG,2022-05-02 08:09:17,-25.1667,45.05,73.92,63,71,9.44
460,Port-Cartier,CA,2022-05-02 08:09:18,50.0334,-66.8654,31.75,88,9,6.46
461,Grand-Santi,GF,2022-05-02 08:09:18,4.25,-54.3833,70.09,100,100,1.77
462,Kollam,IN,2022-05-02 08:09:19,8.8833,76.6,86.56,73,88,12.15
463,Shelopugino,RU,2022-05-02 08:09:20,51.6514,117.5599,66.88,27,100,13.98
464,General Pico,AR,2022-05-02 08:09:20,-35.6566,-63.7568,42.53,77,50,6.76
465,Larap,PH,2022-05-02 08:09:21,14.299,122.6504,84.85,66,99,8.59
466,Sarakhs,IR,2022-05-02 08:09:21,36.5449,61.1577,78.8,38,8,10.42
467,Jurado,CO,2022-05-02 08:09:22,7.1053,-77.7641,76.05,95,100,0.18
468,Barcelona,ES,2022-05-02 08:08:12,41.3888,2.159,67.01,75,20,5.75
469,Hearst,CA,2022-05-02 08:09:22,49.6835,-83.6665,44.98,96,100,4.88
470,Katima Mulilo,NA,2022-05-02 08:09:23,-17.5,24.2667,71.55,53,5,9.86
471,Moranbah,AU,2022-05-02 08:09:23,-22.0016,148.0466,74.44,58,34,10.27
472,Certeze,RO,2022-05-02 08:09:24,47.9,23.4667,65.14,55,82,2.68
473,Macenta,GN,2022-05-02 08:09:25,8.5435,-9.471,73.09,91,96,0.56
474,Hovd,MN,2022-05-02 08:09:25,48.0056,91.6419,72.86,6,99,6.2
475,Nushki,PK,2022-05-02 08:09:26,29.5542,66.0215,95.83,11,1,15.46
476,Talcahuano,CL,2022-05-02 08:09:26,-36.7167,-73.1167,42.48,100,40,5.75
477,Nelson Bay,AU,2022-05-02 08:09:27,-32.7167,152.15,69.01,78,71,10.54
478,Derzhavinsk,KZ,2022-05-02 08:09:27,51.1,66.3167,58.32,47,12,14.16
479,Khandyga,RU,2022-05-02 08:09:28,62.6667,135.6,41.32,87,76,8.1
480,Xiongzhou,CN,2022-05-02 08:09:28,25.1167,114.3,71.51,53,95,10.78
481,Pont-Rouge,CA,2022-05-02 08:09:29,46.7566,-71.6978,42.58,85,1,8.95
482,Abalak,RU,2022-05-02 08:09:29,58.1286,68.5944,37.81,72,100,15.43
483,Lorengau,PG,2022-05-02 08:09:30,-2.0226,147.2712,82.06,74,99,0.58
484,Ust-Nera,RU,2022-05-02 08:09:30,64.5667,143.2,36.5,85,78,2.73
485,Kampot,KH,2022-05-02 08:09:31,10.6167,104.1833,87.85,63,100,8.28
486,Namibe,AO,2022-05-02 08:09:32,-15.1961,12.1522,75.97,66,33,1.88
487,Kenai,US,2022-05-02 08:09:32,60.5544,-151.2583,42.15,67,20,11.5
488,Kindu,CD,2022-05-02 08:09:33,-2.95,25.95,75.96,75,100,3.29
489,Ahar,IR,2022-05-02 08:09:33,38.4774,47.0699,51.04,85,100,4.74
490,Haverfordwest,GB,2022-05-02 08:09:34,51.8017,-4.9691,54.55,94,100,2.08
491,Fairbanks,US,2022-05-02 08:09:04,64.8378,-147.7164,41.59,61,0,6.91
492,Syedove,UA,2022-05-02 08:09:34,47.0768,38.156,54.64,54,34,8.95
493,Irricana,CA,2022-05-02 08:09:35,51.3237,-113.6048,46.02,64,95,10.09
494,Goba,ET,2022-05-02 08:09:35,7.0167,39.9833,62.55,68,34,6.15
495,Lishui,CN,2022-05-02 08:09:36,28.4604,119.9103,71.65,49,85,5.08
496,Voyvozh,RU,2022-05-02 08:09:36,62.892,54.9635,33.82,50,100,9.8
497,Adrar,MR,2022-05-02 08:09:37,20.5022,-10.0711,77.9,16,14,12.46
498,Cap Malheureux,MU,2022-05-02 08:09:37,-19.9842,57.6142,84.47,66,1,5.99
499,Kalispell,US,2022-05-02 08:05:45,48.1958,-114.3129,47.32,78,64,1.23
500,Puerto Colombia,CO,2022-05-02 08:09:38,10.9878,-74.9547,78.89,83,100,8.41
501,Coquimbo,CL,2022-05-02 08:09:39,-29.9533,-71.3436,51.53,100,75,2.3
502,Santiago,CL,2022-05-02 08:09:39,-33.4569,-70.6483,58.17,66,0,1.14
503,Akusha,RU,2022-05-02 08:09:40,42.2688,47.3411,55.36,59,97,6.53
504,Alcantara,BR,2022-05-02 08:09:40,-2.4089,-44.4147,79.0,89,75,1.54
505,Korla,CN,2022-05-02 08:10:41,41.7597,86.1469,78.3,12,0,21.14
506,Nome,US,2022-05-02 08:10:41,64.5011,-165.4064,35.67,60,100,18.41
507,Santa Cruz,BO,2022-05-02 08:09:14,-17.8,-63.1667,71.06,94,40,4.61
508,Korem,ET,2022-05-02 08:10:42,12.5058,39.5228,68.5,45,1,8.25
509,Manbij,SY,2022-05-02 08:10:42,36.5281,37.9549,72.16,40,0,10.02
510,Petropavlovsk-Kamchatskiy,RU,2022-05-02 08:06:27,53.0452,158.6483,35.96,71,21,9.44
511,Slavsk,RU,2022-05-02 08:10:43,55.0425,21.677,50.76,61,13,5.48
512,Tabou,CI,2022-05-02 08:10:44,4.423,-7.3528,82.53,76,77,4.43
513,Nizwa,OM,2022-05-02 08:10:44,22.9333,57.5333,102.11,8,0,11.21
514,Alekseyevka,RU,2022-05-02 08:10:45,50.6309,38.6903,55.58,43,48,2.24
515,Gulu,UG,2022-05-02 08:10:45,2.7746,32.299,67.35,91,100,4.74
516,Cabedelo,BR,2022-05-02 08:10:46,-6.9811,-34.8339,75.87,85,88,9.42
517,Lithakia,GR,2022-05-02 08:10:47,37.7167,20.8333,60.08,88,75,1.14
518,Asfi,MA,2022-05-02 08:10:47,32.2994,-9.2372,62.74,78,1,13.29
519,Pacific Grove,US,2022-05-02 08:10:48,36.6177,-121.9166,51.48,89,1,13.0
520,Maridi,SS,2022-05-02 08:10:48,4.9158,29.4742,82.6,54,100,7.49
521,Shubarkuduk,KZ,2022-05-02 08:10:49,49.1447,56.4872,58.89,41,13,11.03
522,Diffa,NE,2022-05-02 08:10:49,13.3154,12.6113,97.43,19,8,17.16
523,West Wendover,US,2022-05-02 08:05:53,40.7391,-114.0733,47.3,64,2,5.28
524,Tyler,US,2022-05-02 08:08:35,32.3513,-95.3011,73.09,91,0,6.91
525,Narsaq,GL,2022-05-02 08:10:50,60.9167,-46.05,41.22,77,100,3.2
526,Thanatpin,MM,2022-05-02 08:10:51,17.2119,96.3033,95.18,29,4,10.09
527,Glasgow,GB,2022-05-02 08:10:51,55.8652,-4.2576,55.15,86,40,4.61
528,Pacifica,US,2022-05-02 08:07:21,37.6138,-122.4869,52.93,88,75,24.16
529,Charagua,BO,2022-05-02 08:10:52,-19.8,-63.2167,57.85,93,100,4.21
530,Bubaque,GW,2022-05-02 08:10:53,11.2833,-15.8333,77.43,69,45,11.99
531,Caala,AO,2022-05-02 08:10:53,-12.8525,15.5606,64.78,55,6,6.53
532,Ca Mau,VN,2022-05-02 08:10:54,9.1769,105.15,88.66,63,100,5.26
533,Prince Rupert,CA,2022-05-02 08:10:54,54.3161,-130.3201,44.69,87,100,6.91
534,Starozhilovo,RU,2022-05-02 08:10:55,54.2254,39.916,51.4,60,100,11.48
535,Necochea,AR,2022-05-02 08:10:55,-38.5473,-58.7368,46.96,66,76,4.03
536,Waingapu,ID,2022-05-02 08:10:56,-9.6567,120.2641,85.57,68,47,13.33
537,Aleksandrovskoye,RU,2022-05-02 08:10:56,44.7142,43.0008,47.03,94,100,12.75
538,Sabang,ID,2022-05-02 08:10:57,5.8933,95.3214,84.04,74,94,16.64
539,Sokolo,ML,2022-05-02 08:10:57,14.7328,-6.1219,89.31,11,1,10.76
540,Marrakesh,MA,2022-05-02 08:10:58,31.6315,-8.0083,60.87,67,0,4.61
541,Bintulu,MY,2022-05-02 08:10:58,3.1667,113.0333,85.08,72,100,5.48
542,Abu Kamal,SY,2022-05-02 08:10:59,34.4506,40.9171,78.28,38,0,15.82
543,Dabakala,CI,2022-05-02 08:10:59,8.3667,-4.4333,80.78,73,82,4.65
544,Chilca,PE,2022-05-02 08:11:00,-12.5211,-76.7372,63.14,91,59,3.31
545,Esmeraldas,BR,2022-05-02 08:11:00,-19.7625,-44.3139,61.66,81,0,2.28
546,Piacabucu,BR,2022-05-02 08:11:01,-10.4056,-36.4344,76.87,80,68,6.2
